text1,text2,is_same
of western Europe: Scandinavia to northern Spain and Portugal,Wikimedia category,0
a partiality that prevents objective consideration of an issue or situation,article,0
any skeletal muscle having two origins (but especially the muscle that flexes the forearm),article,0
milk from which some of the cream has been removed,clinical trial,0
of or relating to electrophoresis,scientific journal article,0
a body of water cut off from a larger body by a reef of sand or coral,family name,0
a woman's foundation garment rolled on to the hips,2001 single by The Living End,0
a genus of Stromateidae,species of insect,0
of purple tinged with pink,painting by Bernard Roundhill,1
(genetics) genetic variation in a DNA sequence that occurs when a single nucleotide in a genome is altered; SNPs are usually considered to be point mutations that have been evolutionarily successful enough to recur in a significant proportion of the population of a species,scientific journal article,0
segregation that is imposed by law,"Latin expression, roughly meaning 'by law'",1
a transformer that increases voltage,electrical device that transfers energy through electromagnetic induction,1
a caliper with a vernier scale for very fine measurements,device used to measure the distance between two opposite sides of an object,1
a metric unit of volume equal to one tenth of a liter,researcher,0
a body of water cut off from a larger body by a reef of sand or coral,"lagoon in San Juan, Puerto Rico",0
small genus of western North American herbs similar to Lesquerella: bladderpods,genus of plants,1
a sighting device in an aircraft for aiming bombs,TEDGlobal 2011,0
either of 2 species of the genus Roridula; South African viscid perennial low-growing woody shrubs,Wikimedia category,0
having a metallic color,series of chemical elements,1
floor below which prices are not allowed to fall,government- or group-imposed price control,1
the act of expelling a lawyer from the practice of law,American disbarred lawyer,0
a faint constellation in the southern hemisphere near Telescopium and Tucana,constellation in the southern celestial hemisphere,1
tall fast-moving dog breed,"Boston and New York,Houghton Mifflin company,1912. | Library of Congress",0
low semi-evergreen perennial herb having small spikes of white or pinkish flowers; native to southern United States but grown elsewhere,Wikimedia category,0
(from 16th to 19th centuries) gates set across a road to prevent passage until a toll had been paid,government agency,0
graceful deciduous shrub or small tree having attractive foliage and small red berries that turn black at maturity and are used for making wine,species of virus,0
a family of reptiles of the order Pelycosauria,genus of synapsid,0
Texas sage having intensely blue flowers,species of plant,1
a transmission from Earth to a spacecraft or the path of such a transmission,second published demo of Half-Life,0
any of numerous biennial to perennial herbs with handsome purple or yellow or occasionally white flower heads,species of plant,1
an extinct Caucasian language spoken exclusively in Turkey,extinct Northwest Caucasian language once spoken by the Ubykh people,1
"take someone's car from him by force, usually with the intention of stealing it","deadly explosions during the 2013 Boston Marathon, and subsequent shooting and manhunt",0
any plant of the genus Iresine having colored foliage,species of plant,1
a mineral consisting of aluminum silicate; main source of kaolin,article,0
an opaque adjustable flap on a lamp fixture; used in photography to cut off light from particular areas,species of fish,1
a genus of Macropodidae,Wikimedia template,0
a sailing ship (usually rigged like a sloop or cutter) used in fishing and sailing along the coast,Music- und Video-DVD of Godsmack,0
(Islam) a Muslim place of worship,"Grand Masjid in Saudi Arabia, Al-Masjid al-Ḥarām",0
willow shrub of dry places in the eastern United States having long narrow leaves canescent beneath,species of plant,1
a powerful vasoconstrictor used to dilate the pupils and relieve nasal congestion,chemical compound,1
Old World genus of isopod crustaceans,species of European woodlouse,0
tropical American tuberous perennials,species of beetle,0
small genus of Asian deciduous or evergreen shrubs having fragrant flowers: winter sweet,variety of plant,0
edible but insipid fruit of the May apple plant,species of plant,1
a digit representing the sum of the digits in an instance of digital data; used to check whether errors have occurred in transmission or storage,request for comments publication,0
a canon in which the entrances of successive parts were indicated by cryptic symbols and devices (popular in the 15th and 16th centuries),form of music,1
an island in the Indian Ocean off the southeastern coast of Africa; the 4th largest island in the world,2005 American computer-animated comedy film,0
a landlocked mountainous republic in southeast central Asia to the north of Afghanistan; formerly an Asian soviet,Bilateral relations between Czech republic and Tajikistan,0
