text1,text2,is_same
any of various much-branched yellow-flowered shrubs of the genus Chrysothamnus; western North America,species of plant,0
ride on horseback,horse riding,1
producing or produced by living things,article,1
a Bantu language,language,1
any plant of the genus Iresine having colored foliage,species of plant,1
shrub of northwestern North America bearing red berries,species of plant,1
divination by fire or flames,pieces of ox scapula or turtle plastron used for pyromancy in ancient China,0
having thick branches,river in the United States of America,1
the position of foreman,"New York,1921. | University of Toronto - Gerstein Science Information Centre View Book",1
a pate made from duck liver,spread made from the liver of a fattened duck or goose,1
asphodel with leafy stem and fragrant yellow flowers,Wikimedia category,0
tropical African and Asiatic trees and shrubs having one-seeded fruit,species of plant,0
relating to or tasting or smelling of garlic,"Washington, D.C. :U.S. Dept. of Agriculture,1916. | U.S. Department of Agriculture, National Agricultural Library View Book",1
one species of terrestrial ferns of New Zealand,river in Russia,1
European viola with an unusually long corolla spur,Wikimedia category,0
advance stealthily or unnoticed,print by Tsukioka Yoshitoshi,1
a writer of folktales,"consists of legends, music, oral history, proverbs, jokes, popular beliefs, fairy tales, etc.",0
put together hastily,album by Monty Python,1
small shrubby mallee,variety of plant,0
of lavender tinged with pink,Varieties of the color pink,1
(of flowers) having five petals,part of a plant,1
smut fungus attacking heads of corn or sorghum and causing a covered smut,species of fungus,1
a pistol for firing Very-light flares,firearm that launches flares,1
of white tinged with purple,painting by Mark Rothko (Marcus Rothkowitz),0
type genus of the family Accipitridae,species of bird,0
a gene located on a Y chromosome,article,1
a meeting at which the management reports to the stockholders of a company,A decisive status meeting held once per year,1
erect or trailing perennial of eastern Australia having axillary racemes of blue to purple or red flowers,species of plant,1
common tanager of southwestern United States and Mexico,species of bird,1
an agaric with greyish white fruiting body and gills that change from pink to dingy red,species of fungus,1
onion with white to deep red tunic; California,species of plant,1
in an amateurish manner,someone who researches their local area's history,1
a herbaceous plant of the genus Proboscidea,species of plant,1
bugbane of the eastern United States having erect racemes of white flowers,species of plant,1
a woman who is a mediator,species of insect,0
any of numerous begonias having large tuberous roots,"Pittsburgh, Pa. :J. Wilkinson Elliott,[1893?] | U.S. Department of Agriculture, National Agricultural Library",0
a rocket having two or more rocket engines (each with its own fuel) that are fired in succession and jettisoned when the fuel is exhausted,United States' first multistage rocket Intercontinental ballistic missile,0
shrub of northwestern North America bearing red berries,painting by Mary Vaux Walcott,0
found in Arctic and northern Atlantic waters,species of fish,1
a counterweight for a sliding sash,"made of one or more movable panels, or ""sashes""",1
a quantity expressed as a number,measure of detail in which a numerical quantity is expressed,1
a joint made by two arms attached by a pivot; used to apply pressure at the two ends by straightening the joint,assembly of bodies mechanically connected to manage forces and movement,1
involving or resembling burglary,1915 film by Lee Beggs,1
a variety of flying lemur,species of mammal,1
poorly known family of small tropical shallow-water fishes related to gobies,genus of worms,1
not sexually aroused or arousing,single by Alanis Morissette,1
a stone in a castle in Ireland that is said to impart skill in flattery to anyone who kisses it,1912 film by Laurence Trimble,0
a slight depression in the midline just below the sternum (where a blow can affect the solar plexus),album by We Were Promised Jetpacks,1
"pull out from an agreement, contract, statement, etc.",Wikinews article,1
an unroofed deck,painting by Adolph Gottlieb,0
an inflorescence consisting of a cluster of flowers,"slim, cylindrical flower cluster with inconspicuous or no petals",1
round one-inch Caribbean fruit with green leathery skin and sweet juicy translucent pulp; eaten like grapes,species of plant,1
gate where passengers disembark,airport facility or equipment to facilitate passenger loading and unloading,1
a first page of some books displaying only the title of the book,page at or near the front of a book or other published work which displays (only) its title,1
a genus of Strigidae,species of bird,0
a slender roadside herb of western Europe and Mediterranean areas that has foliage resembling parsley and has white flowers with aromatic seeds,species of plant,1
a narrow raised platform at the side of a stage in a theater; stagehands can work the ropes controlling equipment in the flies,"system of rope lines, blocks, counterweights and related devices within a theater",1
hairy plant with pinkish flowers; Great Plains to northern Mexico,species of plant,1
protected with battlements or parapets with indentations or embrasures for shooting through,"Bath and North East Somerset, Somerset, BA1",0
the rational investigation of questions about existence and knowledge and ethics,journal,1
of black tinged with purple,single,0
of white tinged with purple,painting by Mark Rothko (Marcus Rothkowitz),0
suffering from triskaidekaphobia (abnormal fear of the number 13),fear of the number 13,1
fungus causing black root rot in apples,species of fungus,1
