text1,text2,is_same
comedy that uses black humor,American black comedy television series,0
a mistake resulting from inattention,940th strip of the webcomic xkcd,0
(Genesis 11:1-11) a tower built by Noah's descendants (probably in Babylon) who intended it to reach up to heaven; God foiled them by confusing their language so they could no longer understand one another,scientific journal,0
genus of tropical Old World trees: nitta trees,genus of plants,1
not spherical,article,1
an employee who works on an assembly line,profession for a line or otherwise semi-repetitive assembly worker for commercial output,1
a long thin board with one edge thicker than the other; used as siding by lapping one board over the board below,"Havering, Greater London, RM14",0
small tree of dry open parts of southern Africa having erect angled branches suggesting candelabra,Wikimedia category,0
overlaps the genus Andropogon,genus of plants,1
a channel for the water current that turns a millwheel,"bridge in County Carlow, Ireland",0
the seventh month of the civil year; the first month of the ecclesiastic year (in March and April),month of the Hebrew calendar,1
biometric identification by automatically scanning a person's fingerprints electronically,protein-coding gene in the species Mus musculus,1
a relatively large open container that you fill with water and use to wash the body,large container for holding water in which a person may bathe,1
bushy European perennial having nodding racemose violet-blue flowers,Wikimedia category,0
something that causes great unhappiness,response to loss,1
inflammation of the uterine cervix,clinical trial,0
an ancient port on the Mediterranean; the capital and largest city of Algeria,Calexico album,0
the capital of Croatia,basketball team,0
"the oldest political party in Australia, founded in 1891; the party is moderately liberal",political party in Australia,1
a starlike object that may send out radio waves and other forms of energy; many have large red shifts,large astronomical structure,0
the principal ingredient of a mixture,"inferior area of the skull, composed of the endocranium and lower parts of the skull roof",1
a republic in West Africa; established in 1822 by Americans as a way to free negro slaves,head of the judicial branch of the Government of the Republic of Liberia,0
a job or situation that is demanding and arduous and punishing,1995 studio album by AC/DC,1
someone who pursues fugitives or criminals for whom a reward is offered,"A Bloods subset based out of Watts, Los Angeles, California.",0
(of hatchlings) naked and blind and dependent on parents for food,species in which the young are incapable of moving around on their own soon after hatching or being born,1
a fungus that is violet overall with a squamulose cap,species of fungus,1
someone whose favorite drink is beer or ale,extended play by Motörhead,1
a city in southern West Virginia,British rower,0
a faint zodiacal constellation in the southern hemisphere; between Sagittarius and Aquarius,album by Mike Tramp,0
genus of tropical American timber trees,species of plant,0
a genus of Astacidae,"Philadelphia :The Society,1905 | Smithsonian Libraries View Book",0
a treatment for addiction to drugs or alcohol intended to remove the physiological effects of the addictive substances,Any process carried out at the cellular level that reduces or removes the toxicity superoxide radicals or hydrogen peroxide.,1
slender threadlike roundworms living in the blood and tissues of vertebrates; transmitted as larvae by biting insects,parasitic disease caused by a family of nematode worms,1
an adherent of Arianism (the belief that Jesus Christ was not truly God),"nontrinitarian Christological view, attributed to Arius (c. 256–336), that Jesus Christ is the Son of God, a creature begotten at some time by—and thus distinct from and subordinate to—the Father, who is nevertheless also God (i.e. God the Son)",1
any of a group of viruses that contain two single-strand linear RNA molecules per virion and reverse transcriptase (RNA to DNA); the virus transcribes its RNA into a cDNA provirus that is then incorporated into the host cell,pharmaceutical compound active against retroviruses,1
large Pacific salmon valued as food; adults die after spawning,species of fish,1
extensive plain without trees (associated with eastern Russia and Siberia),ecoregion in the montane grasslands and shrublands,1
a U-shaped bone at the base of the tongue that supports the tongue muscles,journal article; published in Acta Oto-Laryngologica in 2002,0
showing both bilateral and radial symmetry,article,1
genus of herbs of temperate and cool regions of Eurasia,genus of plants,1
(British informal) enormous,episode of The Simpsons,1
a genus of tropical American plants have sword-shaped leaves and a fleshy compound fruits composed of the fruits of several flowers (such as pineapples),fruit (not the species = Q1493),0
a republic in West Africa; established in 1822 by Americans as a way to free negro slaves,administrative division of Liberia,0
type genus of the Hippopotamidae,genus of mammals,1
the first presentation of a bill in a legislature,debate on bill before the general body of a legislature,1
