text1,text2,is_same
order of chiefly aquatic fungi,family of fungi,0
searching someone for concealed weapons or illegal drugs by having them remove their clothes,television series,0
the brush (small trees and bushes and ferns etc.) growing beneath taller trees in a wood or forest,painting series by Vincent van Gogh,0
a genus of Chelonethida,species of arachnid,0
motion sickness experienced while traveling in a car,condition in which a disagreement exists between visually perceived movement and the vestibular system's sense of movement,1
"a participle (usually at the beginning of a sentence) apparently modifying a word other than the word intended: e.g., `flying across the country' in `flying across the country the Rockies came into view'",type of misplaced grammatical phrase,1
a layer of grey matter in the brain adjacent to the lenticular nucleus,monastery in Germany,0
a company that produces operas,professional position within a theatre or opera company,0
deity of the ancient Phrygians of west central Asia Minor,Wikimedia category,1
a loose garment (usually with veiled holes for the eyes) worn by Muslim women especially in India and Pakistan,article,0
being at least 100 years old,someone who has lived to or passed his/her 110th birthday,0
the basic unit of money in Zimbabwe,former currency of Zimbabwe,1
a person who speaks disrespectfully of sacred things,album by Azarath,0
twining plant of Asia Minor having cream-colored to purple flowers and long thick roots yielding a cathartic resin,botanical watercolour drawing by Ferdinand Bauer,0
a document connected to the World Wide Web and viewable by anyone connected to the internet who has a web browser,doctoral thesis,0
"feeding a baby or animal according to a fixed schedule (e.g., every 4 hours)",scientific journal article,1
lets you transfer your incoming calls to any telephone that you can dial direct,superseded recommendation/international standard from the International Telecommunication Union,1
small genus of shrubs and small trees of New Zealand: lacebarks,species of plant,0
a common rock-inhabiting fern of northern temperate regions having rusty-brown stipes and lanceolate pinnate fronds,species of plant,1
a clinical trial on more persons than in phase I; intended to evaluate the efficacy of a treatment for the condition it is intended to treat; possible side effects are monitored,medical and research tests,0
Hawaiian tree of genus Pipturus having a bark (tapa) from which tapa cloth is made,Wikimedia category,0
dwarf aromatic shrub of Crete,species of plant,1
an aura of heightened value or interest or meaning surrounding a person or thing,"subject matter relating to mysteries, hidden or secret things -   insights and spirituality",1
Scottish theologian who was very influential in the Middle Ages (1265-1308),painting by Valentí Montoliu,0
the next-to-last Pleistocene glaciation in Britain and the deposits laid down at that time,"Glacial Period in Britain c447,000 - c128,000",1
a form of magnetic resonance imaging of the brain that registers blood flow to functioning areas of the brain,1453rd strip of the webcomic xkcd,0
engage in a conflict,1657 naval battle,1
surgical removal of the testes or ovaries (usually to inhibit hormone secretion in cases of breast cancer in women or prostate cancer in men),tumors or cancer of the prostate which can grow in the presence of low or residual amount of androgen hormones such as testosterone,1
instruction in the German language,1968 novel bei Siegfried Lenz,1
a colloquium at which the results of (scientific) research are reported,"Academic journal published by Institute for System Programming of the Russian Academy of Sciences (ISPRAS) , covering the subjects:  Science: Mathematics: Instruments and machines: Electronic computers. Computer science",1
jewelry consisting of one of a pair of linked buttons used to fasten the cuffs of a shirt,jewelry used to secure the cuffs of dress shirts,1
small genus of Australian shrubs or trees,genus of plants (fossil),1
induce to commit perjury or give false testimony,illicit act of giving money or gifts that alters the behavior of the recipient,1
lying or resting on and exerting pressure on something else,piece of masonry jutting out of a wall to carry any superincumbent weight,1
a bite inflicted by a (venomous) snake,album by Whitesnake,0
infestation by trichina larvae that are transmitted by eating inadequately cooked meat (especially pork); larvae migrate from the intestinal tract to the muscles where they become encysted,parasitic disease due to invasion by Trichinella spp.,1
trousers with legs that flare; worn by sailors; absurdly wide hems were fashionable in the 1960s,song performed by Guy Lombardo,0
