text1,text2,is_same
an island in the Aegean Sea off the west coast of Turkey; belongs to Greece,Greek island situated in the Aegean Sea,1
occurring in pairs,article,1
a genus of Soleidae,genus of flounders,1
a disposition that is confused or nervous and upset,article,1
a ceramic or mural decoration made by scratching off a surface layer to reveal the ground,technique of wall or pottery decor,1
a program to provide jobs on public works paid for by government funds,article,0
not converted,book by Richard Baxter,0
having nothing extraneous,film directed by Kenneth J. Harvey,1
(Greek mythology) god of love; son of Aphrodite; identified with Roman Cupid,god of love in Greek mythology,1
with no protection or shield,scientific journal article,0
small tree native to northeastern North America having oblong orange-red fruit,species of plant,1
tiny glossy black ant; nests outdoors but invades houses for food,species of insect,1
(medicine) the chemical analysis of urine (for medical diagnosis),article,0
pertaining to the measurement of wind speed and direction,article,1
wages paid to an employee who is on sick leave,type of leave from work intended for medical events,1
an area of the ozone layer (near the poles) that is seasonally depleted of ozone,article,1
measuring instrument for measuring tension or pressure (especially for measuring intraocular pressure in testing for glaucoma),procedure to determine intra ocular pressure,1
a philosophical doctrine holding that all events are predetermined in advance for all time and human beings are powerless to change them,article,0
any tax in which the rate increases as the amount subject to taxation increases,tax where the tax rate increases as the taxable base amount increases,1
the spectrum of electromagnetic radiation that has passed through a medium that absorbed radiation of certain wavelengths,article,1
resembling a pancake in shape,pancake-like structure on Venus,1
medium-sized three-needled pine of the Pacific coast of the United States having a prominent knob on each scale of the cone,"species of plant, Knobcone Pine",1
American perennial herb found in rich woods and provided with stinging hairs; provides fibers used for textiles,species of plant,1
an illegal dribble in basketball (the player uses both hands to dribble or the player starts to dribble a second time after coming to a stop),1946 film by Jack Hannah,0
an entrance intended for the use of servants or for delivery of goods and removal of refuse,examinations implemented for recruitment and admission to the civil service,1
serving to describe or inform or characterized by description,activity for gaining insight from data,1
become encrusted with crystals due to evaporation,migration of a salt to the surface of a porous material,1
carnivorous saurischian dinosaurs with short forelimbs; Jurassic and Cretaceous,group of dinosaurs,1
of countries; not relying on imports,form of government,0
a long plume (especially one of egret feathers) worn on a hat or a piece of jewelry in the shape of a plume,feather ornament for a hat or as a hair ornament,1
a clown or buffoon (after the Harlequin character in the commedia dell'arte),character from the Commedia dell'arte,1
creating a butt joint by welding,fabrication or sculptural process for joining materials,1
loss of hair on the crown of the head,article,0
a light concrete building block made with cinder aggregate,standard size rectangular block used in building construction,1
a percoid fish of the family Carangidae,article,0
having great mass and weight and unwieldiness,force acting on a mass due to gravity,1
a material that has been or is capable of being taken up by another substance by either absorption or adsorption,article,0
soup made from chicken broth,soup made from chicken,1
